NodeType	NodeID	X_Location	Y_Location	Z_Location	isIndoor
UE1	419	   508.128	    133.61	       1.5	         0
UE1	420	  -202.027	   535.886	       1.5	         0
UE1	421	  -25.9611	  -129.885	       1.5	         0
UE1	422	   376.549	  -416.502	       1.5	         0
UE1	423	   140.314	  -375.809	       1.5	         0
UE1	424	  -297.181	   205.412	       1.5	         0
UE1	425	  -213.636	   378.604	       1.5	         0
UE1	426	  -547.651	  -132.784	       1.5	         0
UE1	427	  -462.046	    44.849	       1.5	         0
UE1	428	  -197.899	  -494.788	       1.5	         0
UE1	429	   368.505	   430.154	       1.5	         0
UE1	430	   477.669	   29.4014	       1.5	         0
UE1	431	   240.446	  -244.107	       1.5	         0
UE1	432	    286.73	  -449.344	       1.5	         0
UE1	433	   131.606	  -265.898	       1.5	         0
UE1	434	   503.159	   185.755	       1.5	         0
UE1	435	   289.585	   192.913	       1.5	         0
UE1	436	     303.6	  -422.148	       1.5	         0
UE1	437	  -422.423	   244.968	       1.5	         0
UE1	438	    15.525	  -272.176	       1.5	         0
UE1	439	     72.55	   221.227	       1.5	         0
UE1	440	   -315.07	  -278.614	       1.5	         0
UE1	441	  -27.6689	  -224.065	       1.5	         0
UE1	442	  -266.407	    24.941	       1.5	         0
UE1	443	   75.0447	  -229.115	       1.5	         0
UE1	444	   508.469	   231.574	       1.5	         0
UE1	445	   103.951	   122.867	       1.5	         0
UE1	446	  -44.6085	  -44.9288	       1.5	         0
UE1	447	  -356.842	   166.723	       1.5	         0
UE1	448	   192.763	  -217.412	       1.5	         0
UE1	449	  -68.2163	  -549.744	       1.5	         0
UE1	450	   387.026	   352.852	       1.5	         0
UE1	451	  -125.152	    553.39	       1.5	         0
UE1	452	  -317.341	  -364.597	       1.5	         0
UE1	453	  -147.993	  -331.107	       1.5	         0
UE1	454	   482.998	  -246.128	       1.5	         0
UE1	455	  -396.349	  -150.884	       1.5	         0
UE1	456	  -265.686	   159.395	       1.5	         0
UE1	457	  -190.728	  -512.809	       1.5	         0
UE1	458	  -405.333	  -8.61593	       1.5	         0
UE1	459	   390.191	   194.901	       1.5	         0
UE1	460	  -241.316	   111.075	       1.5	         0
UE1	461	  -81.4685	  -110.955	       1.5	         0
UE1	462	   26.4711	   160.663	       1.5	         0
UE1	463	  -170.798	  -24.7223	       1.5	         0
UE1	464	  -145.001	   251.559	       1.5	         0
UE1	465	   386.482	   27.2223	       1.5	         0
UE1	466	    278.07	   146.358	       1.5	         0
UE1	467	  -423.638	   240.726	       1.5	         0
UE1	468	   183.238	  -1.90019	       1.5	         0
UE1	469	   431.175	   348.562	       1.5	         0
UE1	470	   468.396	  -48.6445	       1.5	         0
UE1	471	   -354.31	   82.5377	       1.5	         0
UE1	472	    219.25	  -64.5517	       1.5	         0
UE1	473	  -112.841	   373.746	       1.5	         0
UE1	474	  -205.319	  -284.885	       1.5	         0
UE1	475	   162.406	   30.1473	       1.5	         0
UE1	476	  -413.016	  -235.119	       1.5	         0
UE1	477	   333.106	   396.871	       1.5	         0
UE1	478	   23.7267	  -468.776	       1.5	         0
UE1	479	   138.296	  -106.116	       1.5	         0
UE1	480	   472.953	  -279.805	       1.5	         0
UE1	481	   -554.68	  -150.412	       1.5	         0
UE1	482	   162.429	   541.476	       1.5	         0
UE1	483	  -72.0243	  -249.104	       1.5	         0
UE1	484	    482.92	   193.893	       1.5	         0
UE1	485	   85.7034	   86.0365	       1.5	         0
UE1	486	  -439.113	   56.8842	       1.5	         0
UE1	487	  -354.976	   135.863	       1.5	         0
UE1	488	  -13.1281	  -495.674	       1.5	         0
UE1	489	   282.422	  -228.493	       1.5	         0
UE1	490	   429.115	   349.958	       1.5	         0
UE1	491	  -475.294	   65.0612	       1.5	         0
UE1	492	  -367.802	  -264.972	       1.5	         0
UE1	493	  -344.914	   5.14269	       1.5	         0
UE1	494	  -65.4966	   355.957	       1.5	         0
UE1	495	  -241.003	    80.525	       1.5	         0
